0,81,162
76946,76952,12
76952,76958,12
114377,126489,3
126489,114380,3
114377,114379,3
114379,114380,3
94086,119428,2
119428,94088,2
94086,94087,1
61318,61319,1
82365,125896,3
125896,82368,3
82365,82367,3
82367,82368,3
17585,17621,71
17621,17656,71
79214,79285,142
79285,79356,142
73668,120960,4
120960,73671,4
73668,73670,3
73670,73671,3
118913,77488,1
118913,118915,4
118915,77487,4
45563,45565,3
45565,45566,3
119669,119681,1
119669,119671,1
119669,119670,2
119670,119671,2
66610,66667,113
66667,66723,113
22121,22150,58
22150,22179,58
67366,120876,1
67366,67369,5
67369,67371,5
34598,34599,1
52494,52567,145
52567,52639,145
77448,77449,1
24389,24405,31
24405,24420,31
33715,125379,3
125379,33718,3
33715,33717,3
33717,33718,3
50099,118309,1
50099,50101,1
50099,50100,1
5610,121801,2
121801,5616,2
5610,5613,6
5613,5616,6
116391,121553,4
121553,116393,4
116391,116392,2
116392,116393,2
96100,96105,10
96105,96110,10
120298,21045,1
38378,38379,1
6366,6369,5
6369,6371,5
3215,117321,2
117321,3218,2
3215,3217,3
3217,3218,3
60937,118507,1
60937,60939,3
60939,60940,3
24262,120409,4
120409,24266,4
24262,24264,4
24264,24266,4
110089,123608,5
123608,110093,5
110089,110091,4
110091,110093,4
32832,117836,1
32832,32833,1
98368,126165,3
126165,98369,3
98368,98369,1
114752,126499,4
126499,114755,4
114752,114754,3
114754,114755,3
70263,70264,2
70264,70265,2
69507,69516,18
69516,69525,18
54635,54639,7
54639,54642,7
5483,5485,3
5485,5486,3
6239,117385,6
117385,6244,6
6239,6242,5
6242,6244,5
31193,120585,2
120585,31198,2
31193,31196,5
31196,31198,5
109206,120038,5
120038,109210,5
109206,109208,4
109208,109210,4
96729,96744,29
96744,96758,29
47577,47599,43
47599,47620,43
110718,110733,30
110733,110748,30
94334,94337,6
94337,94340,6
20984,122421,2
122421,20989,2
20984,120292,2
120292,20986,2
20984,20985,2
20985,20986,2
92695,119400,3
119400,92699,3
92695,92697,4
92697,92699,4
6868,122143,2
122143,6873,2
6868,6871,5
6871,6873,5
15438,15452,27
15452,15465,27
32578,117799,1
32578,32580,4
32580,32582,4
94207,94208,1
57532,125710,4
125710,57536,4
57532,57534,3
57534,57535,3
81730,81731,1
37997,120601,4
120601,37999,4
37997,37998,2
37998,37999,2
99626,99631,9
99631,99635,9
75428,75429,2
75429,75430,2
5985,5986,1
26276,26283,13
26283,26289,13
64463,118567,2
118567,64466,2
64463,64465,3
64465,64466,3
31695,31697,3
31697,31698,3
41021,41022,1
439,117272,3
117272,442,3
439,441,3
441,442,3
45684,118153,3
118153,45687,3
45684,45686,3
45686,45687,3
107313,126335,2
126335,107315,2
107313,107314,2
107314,107315,2
25393,25423,60
25423,25453,60
55766,118436,2
118436,55768,2
55766,55767,2
55767,55768,2
101011,101029,36
101029,101047,36
56522,56556,67
56556,56589,67
122058,6698,1
82232,119085,4
119085,82234,4
82232,82233,2
82233,82234,2
46313,118194,4
118194,46315,4
46313,46314,2
46314,46315,2
26022,117691,3
117691,117692,3
26022,26024,3
26024,26025,3
83744,123198,3
123198,83746,3
83744,83745,2
83745,83746,2
96221,96226,10
96226,96231,10
47069,47071,4
47071,47073,4
100884,100895,22
100895,100906,22
47825,47900,150
47900,47975,150
7243,7246,5
7246,7248,5
64965,124107,4
124107,64968,4
64965,64967,3
64967,64968,3
32197,32207,19
32207,32216,19
114117,114119,4
114119,114121,4
50093,50094,1
17325,17331,11
17331,17336,11
92187,121180,6
121180,92190,6
92187,92189,3
92189,92190,3
88280,88281,2
88281,88282,2
2453,117315,2
117315,2456,2
2453,2455,3
2455,2456,3
18837,117588,4
117588,18841,4
18837,18839,4
18839,18841,4
35221,125412,2
125412,35224,2
35221,117964,3
117964,35224,3
35221,35223,3
35223,35224,3
7116,122202,5
122202,7120,5
7116,7118,4
7118,7120,4
31314,31335,42
31335,31356,42
51605,51606,1
75803,75811,16
75811,75819,16
122560,122561,2
122561,31488,2
110839,126426,2
126426,110841,2
110839,110840,2
110840,110841,2
74164,118784,1
74164,74166,1
74164,74165,2
74165,74166,2
90548,119316,3
119316,90551,3
90548,90550,3
90550,90551,3
33582,123832,2
123832,33584,2
33582,33583,2
33583,33584,2
46059,118175,6
118175,46061,6
46059,46060,2
46060,46061,2
9384,9386,1
9384,9385,1
5477,121690,1
5477,5478,2
5478,5479,2
38245,122700,4
122700,120625,4
38245,38246,2
38246,38247,2
6233,6235,4
6235,6237,4
85002,85094,183
85094,85185,183
56897,118461,2
118461,56898,2
56897,56898,1
85758,85760,4
85760,85762,4
32699,125314,2
125314,117824,2
32699,32701,4
32701,32703,4
49083,122943,3
122943,49086,3
49083,49085,3
49085,49086,3
57653,124053,4
124053,57656,4
57653,57655,3
57655,57656,3
36606,36641,70
36641,36676,70
29548,29560,23
29560,29571,23
91177,91179,3
91179,91180,3
83363,119117,3
119117,83366,3
83363,83365,3
83365,83366,3
38874,38905,62
38905,38936,62
18583,18586,5
18586,18588,5
34967,34988,41
34988,35008,41
6862,124851,3
124851,6864,3
6862,122139,4
122139,6864,4
6862,6863,2
6863,6864,2
88782,121107,4
121107,88789,4
88782,88786,7
88786,88789,7
97352,97362,19
97362,97371,19
106678,120010,2
120010,106680,2
106678,106679,2
106679,106680,2
99620,119791,4
119791,99622,4
99620,99621,2
99621,99622,2
46561,125588,2
125588,46563,2
46561,123943,2
123943,46563,2
46561,120744,2
120744,46563,2
46561,46562,2
46562,46563,2
6735,6743,15
6743,6750,15
51980,118357,2
118357,51982,2
51980,51981,2
51981,51982,2
56643,124038,3
124038,56646,3
56643,56645,3
56645,56646,3
36352,122681,3
122681,36357,3
36352,36355,5
36355,36357,5
101888,119872,3
119872,101891,3
101888,101890,3
101890,101891,3
41015,122731,2
122731,41017,2
41015,41016,2
41016,41017,2
106551,106575,47
106575,106598,47
98737,98765,55
98765,98792,55
29294,123759,2
123759,29296,2
29294,29295,2
29295,29296,2
9003,9004,1
66725,66726,1
30050,30087,74
30087,30124,74
112726,126467,2
126467,120124,2
112726,123647,3
123647,120124,3
112726,120123,2
120123,120124,2
112726,112729,5
112729,112731,5
72144,125804,3
125804,72147,3
72144,72146,3
72146,72147,3
31562,31567,9
31567,31571,9
93191,93192,1
68993,118700,1
68993,118699,2
118699,118700,2
68993,68994,2
68994,68995,2
118145,122846,4
122846,45479,4
118145,45477,1
28411,125199,2
125199,28416,2
28411,28414,5
28414,28416,5
93947,93951,7
93951,93954,7
118901,118912,1
118901,77476,1
16690,16744,107
16744,16797,107
12783,12791,16
12791,12799,16
90796,121139,2
121139,90798,2
90796,90797,2
90797,90798,2
46307,46309,1
46307,46308,2
46308,46309,2
91552,91564,23
91564,91575,23
18202,117569,5
117569,18207,5
18202,18205,5
18205,18207,5
50970,120832,3
120832,50972,3
50970,50971,2
50971,50972,2
35342,35347,9
35347,35351,9
105541,124643,2
124643,105543,2
105541,105542,2
105542,105543,2
77436,77437,1
32947,32951,7
32951,32954,7
46180,46181,2
46181,46182,2
75041,118820,3
118820,75043,3
75041,75042,2
75042,75043,2
6354,6355,1
117135,126559,3
126559,117139,3
117135,117137,4
117137,117139,4
24250,120405,2
120405,120406,2
24250,24252,4
24252,24254,4
98356,124526,3
124526,98358,3
98356,98357,2
98357,98358,2
71007,124165,2
124165,71011,2
71007,71009,4
71009,71011,4
18704,120234,2
120234,18708,2
18704,18706,4
18706,18708,4
31181,123791,3
123791,31186,3
31181,31184,5
31184,31186,5
60042,118499,3
118499,60046,3
60042,60044,4
60044,60046,4
35088,35103,29
35103,35117,29
6983,6985,3
6985,6986,3
93566,93572,11
93572,93577,11
32693,32695,3
32695,32696,3
1437,117295,3
117295,1441,3
1437,1439,4
1439,1441,4
108311,108326,30
108326,108341,30
88020,88027,14
88027,88034,14
31810,122584,3
122584,31813,3
31810,31812,3
31812,31813,3
80962,123167,3
123167,80964,3
80962,121003,3
121003,80964,3
80962,80963,2
80963,80964,2
102009,102011,4
102011,102013,4
81718,81720,1
81718,81719,1
46555,46557,3
46557,46558,3
26264,117694,2
117694,117695,2
26264,26267,5
26267,26269,5
30927,120562,3
120562,30930,3
30927,30929,3
30929,30930,3
63695,125779,2
125779,63696,2
63695,63696,1
105033,124639,3
124639,105036,3
105033,105035,3
105035,105036,3
84742,124315,4
124315,84746,4
84742,123207,3
123207,84746,3
84742,84744,4
84744,84746,4
101126,126232,2
126232,121369,2
101126,101127,2
101127,101128,2
20718,20731,25
20731,20743,25
98731,124539,2
124539,98733,2
98731,98732,2
98732,98733,2
75289,75302,25
75302,75314,25
5846,121865,2
121865,5848,2
5846,5847,2
5847,5848,2
96336,119469,4
119469,96343,4
96336,96340,7
96340,96343,7
39370,39386,31
39386,39401,31
15172,120223,3
120223,15176,3
15172,15174,4
15174,15176,4
113476,121482,4
121482,113481,4
113476,113479,5
113479,113481,5
118139,45455,1
118139,118142,5
118142,45459,5
114232,126483,4
126483,114234,4
114232,114233,2
114233,114234,2
36219,36220,1
29161,29228,133
29228,29294,133
74406,74415,17
74415,74423,17
46301,118189,3
118189,46303,3
46301,46302,2
46302,46303,2
42394,42441,94
42441,42488,94
1812,1866,108
1866,1920,108
36092,36117,50
36117,36142,50
81337,81338,2
81338,81339,2
114105,114110,10
114110,114115,10
122675,36259,1
89907,89919,23
89919,89930,23
50081,118302,2
118302,50083,2
50081,50082,2
50082,50083,2
67221,67257,71
67257,67292,71
35209,122627,4
122627,35212,4
35209,117961,5
117961,35213,5
35209,35210,1
27395,27403,15
27403,27410,15
113978,113996,36
113996,114014,36
36721,36736,29
36736,36750,29
49198,120774,4
120774,49201,4
49198,49200,3
49200,49201,3
98350,98351,1
4709,121660,4
121660,4714,4
4709,4712,5
4712,4714,5
95199,121274,3
121274,95202,3
95199,95201,3
95201,95202,3
35838,122645,2
122645,35840,2
35838,35839,2
35839,35840,2
81083,81084,1
28024,125185,3
125185,28027,3
28024,28026,3
28026,28027,3
106037,124658,4
124658,106041,4
106037,106039,4
106039,106041,4
12396,123708,3
123708,12399,3
12396,12398,3
12398,12399,3
61548,118517,4
118517,61550,4
61548,61549,2
61549,61550,2
106793,124669,2
124669,106795,2
106793,106794,2
106794,106795,2
17059,120227,2
120227,17060,2
17059,17060,1
115363,126521,4
126521,115368,4
115363,115366,5
115366,115368,5
90409,90410,1
99735,126210,5
126210,99737,5
99735,99736,2
99736,99737,2
124689,126352,2
126352,107907,2
124689,124690,2
124690,107907,2
42769,42776,13
42776,42782,13
59909,125736,4
125736,59912,4
59909,59911,3
59911,59912,3
36467,36474,14
36474,36481,14
106666,120009,2
120009,106669,2
106666,106668,3
106668,106669,3
62177,62179,1
62177,62178,2
62178,62179,2
17688,124997,3
124997,17692,3
17688,17690,4
17690,17692,4
104271,104379,215
104379,104486,215
67596,67597,1
47305,118273,2
118273,47309,2
47305,47307,4
47307,47309,4
87887,87917,60
87917,87947,60
84736,84739,6
84739,84742,6
105783,119974,6
119974,105787,6
105783,105785,4
105785,105787,4
101876,119870,3
119870,101881,3
101876,101877,2
101877,101878,2
94818,119437,2
119437,94822,2
94818,94820,4
94820,94822,4
41759,118080,3
118080,41764,3
41759,41762,5
41762,41764,5
87004,126007,3
126007,87008,3
87004,87006,4
87006,87008,4
111202,121471,2
121471,111204,2
111202,111203,2
111203,111204,2
34701,117867,2
117867,34705,2
34701,34703,4
34703,34705,4
93179,93180,2
93180,93181,2
68981,118695,3
118695,68985,3
68981,68982,1
85365,85396,61
85396,85426,61
28399,28400,1
57260,125707,3
125707,57263,3
57260,57262,3
57262,57263,3
107168,124679,4
124679,107172,4
107168,107170,4
107170,107172,4
99354,119785,3
119785,99357,3
99354,99356,3
99356,99357,3
87633,87637,7
87637,87640,7
104017,104028,22
104028,104039,22
30667,123778,2
123778,30669,2
30667,30668,2
30668,30669,2
43144,125514,2
125514,43146,2
43144,43145,2
43145,43146,2
88389,88390,1
51714,118348,2
118348,51716,2
51714,51715,2
51715,51716,2
7225,7230,9
7230,7234,9
85238,119153,5
119153,85241,5
85238,85240,3
85240,85241,3
82087,82099,23
82099,82110,23
45412,118127,5
118127,45415,5
45412,45414,3
45414,45415,3
75029,75035,12
75035,75041,12
38354,122710,8
122710,38367,8
38354,38355,1
99983,99995,23
99995,100006,23
108553,108560,13
108560,108566,13
6342,6347,10
6347,6352,10
27389,123755,3
123755,27395,3
27389,27392,6
27392,27395,6
35959,35960,2
35960,35961,2
20331,20337,11
20337,20342,11
106914,120019,4
120019,106919,4
106914,106917,5
106917,106919,5
33564,125371,6
125371,33569,6
33564,33567,5
33567,33569,5
46041,118172,3
118172,46045,3
46041,46043,4
46043,46045,4
25750,122529,2
122529,25752,2
25750,25751,2
25751,25752,2
5459,5461,1
5459,5460,2
5460,5461,2
17936,117549,3
117549,17940,3
17936,17938,4
17938,17940,4
79565,118991,3
118991,79567,3
79565,79566,2
79566,79567,2
95949,119461,2
119461,95952,2
95949,95951,3
95951,95952,3
21843,21870,53
21870,21896,53
48309,120766,2
120766,48312,2
48309,48311,3
48311,48312,3
77170,77176,11
77176,77181,11
20204,20219,30
20219,20234,30
98217,98221,7
98221,98224,7
61542,124084,3
124084,61546,3
61542,61544,3
61544,61545,3
20960,120288,2
120288,20963,2
20960,20962,3
20962,20963,3
102880,126260,4
126260,102883,4
102880,102882,3
102882,102883,3
99729,119804,2
119804,99731,2
99729,99730,2
99730,99731,2
55240,118419,2
118419,55242,2
55240,55241,2
55241,55242,2
67717,120897,5
120897,67720,5
67717,67719,3
67719,67720,3
96578,96602,47
96602,96625,47
112962,112981,38
112981,113000,38
68473,124135,3
124135,68478,3
68473,68476,5
68476,68478,5
31798,31804,12
31804,31810,12
69229,69247,36
69247,69265,36
66834,120872,4
120872,66838,4
66834,66836,4
66836,66838,4
30915,125264,2
125264,30917,2
30915,120560,3
120560,30917,3
30915,30916,2
30916,30917,2
68346,124129,2
124129,124130,2
68346,120924,2
120924,120925,2
68346,68347,2
68347,68348,2
48811,122925,3
122925,48814,3
48811,48813,3
48813,48814,3
94056,121229,4
121229,94061,4
94056,94057,1
16799,16820,42
16820,16841,42
119766,123512,18
123512,98371,18
119766,98365,1
104138,104139,2
104139,104140,2
97080,119501,3
119501,97083,3
97080,97082,3
97082,97083,3
27637,125153,2
125153,27639,2
27637,27638,2
27638,27639,2
7346,122259,2
122259,7350,2
7346,7348,4
7348,7350,4
85359,123210,4
123210,85365,4
85359,85362,6
85362,85365,6
40870,40878,15
40878,40885,15
49440,120803,4
120803,49444,4
49440,49442,4
49442,49444,4
114976,121531,3
121531,114978,3
114976,114977,2
114977,114978,2
16672,16680,15
16680,16687,15
46289,122888,2
122888,122889,2
46289,46290,2
46290,46291,2
5707,121836,5
121836,5712,5
5707,5710,5
5710,5712,5
22091,22105,27
22105,22118,27
26754,26822,135
26822,26889,135
31417,31437,39
31437,31456,39
19696,122392,3
122392,19699,3
19696,19698,3
19698,19699,3
44650,123914,3
123914,44653,3
44650,44651,2
44651,44652,2
77418,123112,2
123112,77421,2
77418,77419,1
20452,120267,2
120267,20454,2
20452,20453,2
20453,20454,2
98465,98484,38
98484,98503,38
45406,45407,2
45407,45408,2
41499,125492,2
125492,41502,2
41499,41501,3
41501,41502,3
120268,120269,2
120269,20647,2
46918,118242,5
118242,46922,5
46918,46920,4
46920,46922,4
92163,119384,2
119384,119385,2
92163,92165,3
92165,92166,3
6336,117400,3
117400,6338,3
6336,6337,2
6337,6338,2
18813,125038,5
125038,18815,5
18813,18814,2
18814,18815,2
14906,117462,5
117462,14908,5
14906,14907,2
14907,14908,2
22720,125053,4
125053,22724,4
22720,22722,4
22722,22724,4
35197,123858,3
123858,117943,3
35197,117944,1
35197,117940,6
117940,117943,6
35197,35198,1
88256,88260,7
88260,88263,7
19569,19610,82
19610,19651,82
64058,64096,76
64096,64134,76
85861,124322,3
124322,85866,3
85861,85864,5
85864,85866,5
102245,102246,1
90524,90526,1
90524,90525,1
119385,121177,2
121177,92166,2
119385,119386,1
49942,123973,3
123973,118294,3
49942,118294,1
49942,49944,3
49944,49945,3
55361,124028,5
124028,55363,5
55361,55362,2
55362,55363,2
117746,120572,2
120572,31029,2
117746,31029,1
57629,125715,2
125715,57632,2
57629,57631,3
57631,57632,3
70106,70124,35
70124,70141,35
74769,74808,77
74808,74846,77
87246,87254,15
87254,87261,15
17803,125000,3
125000,17807,3
17803,17805,4
17805,17807,4
67711,67714,6
67714,67717,6
6838,122123,3
122123,6842,3
6838,6840,4
6840,6842,4
23222,123730,3
123730,23224,3
23222,23223,2
23223,23224,2
98084,126107,2
126107,98086,2
98084,98085,2
98085,98086,2
123794,31230,1
123794,31229,1
66828,120869,4
120869,66833,4
66828,66829,2
66829,66830,2
99596,119789,2
119789,99600,2
99596,99598,4
99598,99600,4
13769,13821,103
13821,13872,103
55107,118416,2
118416,55110,2
55107,55109,3
55109,55110,3
76154,76165,22
76165,76176,22
31665,122569,2
122569,31667,2
31665,31666,2
31666,31667,2
122155,124857,5
124857,6929,5
122155,122157,3
122157,6929,3
65189,65224,69
65224,65258,69
33177,125340,3
125340,33179,3
33177,33178,2
33178,33179,2
87748,121074,3
121074,87751,3
87748,87750,3
87750,87751,3
38596,38597,1
117365,117366,1
117365,5464,1
113458,120160,4
120160,113463,4
113458,113461,5
113461,113463,5
64306,64352,92
64352,64398,92
7340,7343,6
7343,7346,6
118121,123932,3
123932,45405,3
118121,118122,2
118122,45405,2
119633,124478,3
124478,98279,3
119633,98279,1
21329,21332,5
21332,21334,5
5701,121832,4
121832,5705,4
5701,5703,4
5703,5705,4
120389,120390,2
120390,23434,2
3306,117324,3
117324,3308,3
3306,3307,2
3307,3308,2
85226,85232,12
85232,85238,12
77412,77413,1
4062,121601,3
121601,4066,3
4062,4064,4
4064,4066,4
102366,102425,117
102425,102483,117
103878,119923,2
119923,103882,2
103878,103880,4
103880,103882,4
116355,116365,19
116365,116374,19
88250,121089,5
121089,88253,5
88250,88252,3
88252,88253,3
35191,125400,5
125400,117937,5
35191,117934,7
117934,117937,7
35191,35192,1
64052,118559,2
118559,64054,2
64052,64053,2
64053,64054,2
43761,120674,4
120674,43764,4
43761,43763,3
43763,43764,3
118623,67447,1
118623,67448,1
102239,102240,2
102240,102241,2
98332,98336,8
98336,98340,8
106902,120017,3
120017,106906,3
106902,106904,4
106904,106906,4
46029,125567,4
125567,46032,4
46029,122866,3
122866,46033,3
46029,46030,1
117740,125238,2
125238,29621,2
117740,117742,3
117742,29622,3
81065,81073,15
81073,81080,15
28006,125181,2
125181,28008,2
28006,28007,2
28007,28008,2
77158,77163,10
77163,77168,10
85728,125992,2
125992,85730,2
85728,85729,2
85729,85730,2
94298,126064,4
126064,94301,4
94298,123420,3
123420,94300,3
94298,121255,4
121255,94301,4
94298,94299,2
94299,94300,2
62286,118534,3
118534,62290,3
62286,62288,4
62288,62290,4
21704,21770,131
21770,21835,131
99717,119803,3
119803,99722,3
99717,99720,5
99720,99722,5
43507,43532,49
43532,43556,49
105892,119986,1
105892,105894,4
105894,105896,4
110555,110572,34
110572,110589,34
24728,24749,42
24749,24770,42
20821,120279,1
20821,20822,2
20822,20823,2
53589,53641,104
53641,53693,104
29391,125223,4
125223,29394,4
29391,29393,3
29393,29394,3
49682,49689,13
49689,49695,13
37961,120598,4
120598,37963,4
37961,37962,2
37962,37963,2
45775,45776,1
16914,16982,135
16982,17049,135
5949,5953,7
5953,5956,7
39473,39475,1
39473,39474,2
39474,39475,2
72241,72242,2
72242,72243,2
2798,2927,257
2927,3055,257
102614,121380,3
121380,102616,3
102614,102615,2
102615,102616,2
95556,95561,10
95561,95566,10
58881,58903,44
58903,58925,44
54974,125698,2
125698,54976,2
54974,54975,2
54975,54976,2
39346,120650,4
120650,39349,4
39346,39348,3
39348,39349,3
28381,28385,1
28381,28383,4
28383,28385,4
33044,33066,43
33066,33087,43
46277,118184,1
46277,46278,2
46278,46279,2
18172,125011,3
125011,18177,3
18172,18175,5
18175,18177,5
92278,124380,3
124380,92281,3
92278,92280,3
92280,92281,3
113325,113346,41
113346,113366,41
109418,109438,40
109438,109458,40
77406,118870,3
118870,77412,3
77406,77407,1
7963,122323,4
122323,7968,4
7963,7966,5
7966,7968,5
29010,120484,4
120484,29014,4
29010,29012,4
29012,29014,4
45394,120690,4
120690,45397,4
45394,45395,2
45395,45396,2
53964,124023,2
124023,53966,2
53964,53965,2
53965,53966,2
66441,120864,2
120864,66445,2
66441,66443,4
66443,66445,4
95302,119446,2
119446,95304,2
95302,95303,2
95303,95304,2
905,911,11
911,916,11
5568,5570,1
5568,5569,1
38336,38341,9
38341,38345,9
30522,123770,4
123770,30525,4
30522,30524,3
30524,30525,3
1661,1677,31
1677,1692,31
22708,117665,2
117665,22710,2
22708,22709,1
31278,122550,4
122550,31281,4
31278,31280,3
31280,31281,3
60139,124079,4
124079,60143,4
60139,60141,4
60141,60143,4
7080,122189,2
122189,7083,2
7080,7081,1
106140,106163,46
106163,106186,46
20313,117648,1
20313,20314,2
20314,20315,2
49174,120771,5
120771,49179,5
49174,49177,5
49177,49179,5
32790,32794,7
32794,32797,7
4685,121654,3
121654,4688,3
4685,4687,3
4687,4688,3
82698,121010,1
82698,82699,1
119373,119375,3
119375,91729,3
17162,17195,65
17195,17227,65
5441,121674,3
121674,5444,3
5441,117362,2
117362,5442,2
5441,5442,1
92024,92033,17
92033,92041,17
31151,120583,4
120583,31155,4
31151,31153,4
31153,31155,4
60012,118497,3
118497,60015,3
60012,60014,3
60014,60015,3
19430,19438,15
19438,19445,15
106013,119992,2
119992,106016,2
106013,106015,3
106015,106016,3
98199,126115,2
126115,98201,2
98199,124465,2
124465,98201,2
98199,98200,2
98200,98201,2
20942,20951,18
20951,20960,18
45896,118162,3
118162,45899,3
45896,45898,3
45898,45899,3
46652,118210,3
118210,46655,3
46652,46654,3
46654,46655,3
112944,112951,14
112951,112958,14
36443,36454,21
36454,36464,21
524,629,209
629,733,209
87107,121066,2
121066,87111,2
87107,87109,4
87109,87111,4
91770,121158,6
121158,91774,6
91770,91772,4
91772,91774,4
120631,38336,1
67572,67582,20
67582,67592,20
51188,51208,40
51208,51228,40
27746,27772,51
27772,27797,51
20688,20693,9
20693,20697,9
45642,45663,42
45663,45684,42
74503,74527,47
74527,74550,47
90887,90891,7
90891,90894,7
87736,87742,12
87742,87748,12
34677,34689,24
34689,34701,24
47154,123953,2
123953,47156,2
47154,47155,2
47155,47156,2
39340,39343,6
39343,39346,6
19049,122385,2
122385,19051,2
19049,19050,2
19050,19051,2
27619,117726,2
117726,117727,2
27619,27620,1
109539,123601,2
123601,109541,2
109539,109540,2
109540,109541,2
93911,121211,4
121211,93913,4
93911,93912,2
93912,93913,2
8084,8086,4
8086,8088,4
94667,123428,2
123428,94670,2
94667,94669,3
94669,94670,3
46271,46273,4
46273,46275,4
107900,107902,4
107902,107904,4
54841,54851,19
54851,54860,19
116470,121556,3
121556,116473,3
116470,116472,3
116472,116473,3
47027,47031,8
47031,47035,8
92272,119391,2
119391,92275,2
92272,92274,3
92274,92275,3
6445,121997,2
121997,6447,2
6445,6446,2
6446,6447,2
113319,124795,2
124795,113323,2
113319,120146,4
120146,113325,4
113319,113321,4
113321,113323,4
24341,122518,2
122518,24344,2
24341,24343,3
24343,24344,3
4050,4052,4
4052,4054,4
98447,98452,9
98452,98456,9
110924,110937,25
110937,110949,25
90633,119325,3
119325,90636,3
90633,90635,3
90635,90636,3
99203,124543,4
124543,99207,4
99203,99205,4
99205,99207,4
5562,121784,3
121784,5564,3
5562,5563,1
103866,103869,5
103869,103871,5
14132,14163,61
14163,14193,61
21946,21957,21
21957,21967,21
18795,117586,3
117586,18800,3
18795,18797,3
18797,18798,3
35179,123847,3
123847,117917,3
35179,117916,2
117916,117917,2
35179,35181,3
35181,35182,3
31272,31275,6
31275,31278,6
7074,122187,5
122187,7080,5
7074,7076,4
7076,7078,4
118611,124121,3
124121,67040,3
118611,118612,2
118612,67039,2
74122,74137,29
74137,74151,29
82692,82694,4
82694,82696,4
78785,118977,4
118977,78788,4
78785,78787,3
78787,78788,3
30389,30402,25
30402,30414,25
67820,67822,1
67820,67821,2
67821,67822,2
43622,43630,15
43630,43637,15
117728,117729,2
117729,27624,2
97437,121323,4
121323,97441,4
97437,97439,4
97439,97441,4
113821,121498,4
121498,113824,4
113821,113822,1
77902,77916,28
77916,77930,28
73995,124202,3
124202,73997,3
73995,73996,1
123147,123149,4
123149,118912,4
66181,118586,2
118586,66184,2
66181,66183,3
66183,66184,3
12366,12381,30
12381,12396,30
58367,58623,511
58623,58878,511
21692,21695,1
21692,21694,1
21692,21693,2
21693,21694,2
33413,33442,58
33442,33471,58
6064,121914,3
121914,6068,3
6064,6066,4
6066,6068,4
67693,67700,14
67700,67707,14
92647,92671,48
92671,92695,48
93403,119418,2
119418,93405,2
93403,93404,2
93404,93405,2
98066,126106,2
126106,98069,2
98066,98068,3
98068,98069,3
61391,125748,4
125748,61393,4
61391,61392,2
61392,61393,2
110543,124772,3
124772,110546,3
110543,110545,3
110545,110546,3
82438,82442,7
82442,82445,7
41856,41870,27
41870,41883,27
120625,120626,2
120626,38250,2
83950,124309,3
124309,83954,3
83950,83952,4
83952,83954,4
76892,76917,50
76917,76942,50
94032,121227,3
121227,94036,3
94032,94034,4
94034,94036,4
49543,49572,58
49572,49601,58
111172,111175,5
111175,111177,5
25345,25353,15
25353,25360,15
86974,124335,3
124335,86977,3
86974,86976,3
86976,86977,3
99451,121360,5
121360,99455,5
99451,99453,4
99453,99455,4
46392,46414,44
46414,46436,44
108021,126357,3
126357,108024,3
108021,108023,3
108023,108024,3
54962,120842,4
120842,54965,4
54962,54964,3
54964,54965,3
67439,120888,5
120888,67442,5
67439,67441,3
67441,67442,3
104114,104126,23
104126,104137,23
88486,121101,3
121101,88490,3
88486,88488,4
88488,88490,4
35427,117973,3
117973,35430,3
35427,35429,3
35429,35430,3
51811,51814,5
51814,51816,5
19799,19887,176
19887,19975,176
15892,117488,3
117488,15895,3
15892,15894,3
15894,15895,3
73614,120953,5
120953,73616,5
73614,73615,2
73615,73616,2
40846,40856,20
40856,40866,20
4171,4194,46
4194,4217,46
66556,118594,3
118594,66558,3
66556,66557,2
66557,66558,2
33788,34052,528
34052,34316,528
103987,104001,27
104001,104014,27
35300,35319,37
35319,35337,37
114069,121513,2
121513,114070,2
114069,114070,1
77394,77395,1
4044,121591,5
121591,4050,5
4044,4047,6
4047,4050,6
85964,85992,55
85992,86019,55
57859,57885,52
57885,57911,52
50801,50824,46
50824,50847,46
30510,125257,3
125257,120536,3
30510,120535,2
120535,120536,2
30510,30513,5
30513,30515,5
46894,118238,5
118238,46898,5
46894,46896,4
46896,46898,4
35173,117911,1
35173,117899,3
117899,35177,3
35173,35175,4
35175,35177,4
113186,123651,4
123651,113189,4
113186,113188,3
113188,113189,3
76511,118852,1
76511,76513,4
76513,76515,4
92895,119405,2
119405,92897,2
92895,92896,2
92896,92897,2
101465,101487,44
101487,101509,44
45255,45268,25
45268,45280,25
119361,123373,2
123373,91552,2
119361,119362,2
119362,91552,2
25720,117682,3
117682,25722,3
25720,25721,2
25721,25722,2
75628,123078,2
123078,75631,2
75628,75630,3
75630,75631,3
38953,38957,8
38957,38961,8
106001,106007,12
106007,106013,12
81803,123177,4
123177,81806,4
81803,81805,3
81805,81806,3
90373,123339,4
123339,90375,4
90373,90374,2
90374,90375,2
66931,66936,10
66936,66941,10
13872,120211,5
120211,13875,5
13872,13874,3
13874,13875,3
38826,38847,41
38847,38867,41
112932,112934,4
112934,112936,4
35675,123881,4
123881,35679,4
35675,35677,4
35677,35679,4
101967,119879,3
119879,101971,3
101967,101969,4
101969,101971,4
49664,120810,3
120810,49667,3
49664,49666,3
49666,49667,3
41850,41851,2
41851,41852,2
83188,123192,3
